timestamp,model,logloss,roc_auc,features
2026-07-30 19:21:28,stack,0.26942746545643004,0.9018624264705882,155
2026-07-30 19:21:28,weighted,0.25403262355846074,0.9018123431372549,155
2026-07-30 19:41:17,stack,0.26947295817733574,0.9016375049019608,155
2026-07-30 19:41:17,weighted,0.2786124036462825,0.8906554852941176,155
2026-07-30 20:05:01,stack,0.26942746545643004,0.9018624264705882,155
2026-07-30 20:05:01,weighted,0.25403262355846074,0.9018123431372549,155
