iter	Logloss
213	0.2556628769
214	0.255502853
215	0.2553514741
216	0.2552306331
217	0.2550330836
218	0.2548814346
219	0.2546778891
220	0.2545429809
221	0.2544506977
222	0.2543640034
223	0.2542135656
224	0.2540679178
225	0.2539484629
226	0.2537883601
227	0.2536774087
228	0.253571321
229	0.2533650004
230	0.2532002531
231	0.253049578
232	0.252907006
233	0.2527447527
234	0.2525367897
235	0.2524214455
236	0.2523275481
237	0.2522087592
238	0.2520719571
239	0.2519354259
240	0.2517874011
241	0.2516285172
242	0.251498199
243	0.2513644357
244	0.2512334485
245	0.2511125163
246	0.251012903
247	0.2508420271
248	0.2507093753
249	0.2505890547
250	0.2504545787
251	0.250326654
252	0.2502156825
253	0.2500498072
254	0.2499286242
255	0.2497515512
256	0.2496146231
257	0.2494098829
258	0.2492828236
259	0.2491799194
260	0.2490485596
261	0.2488800909
262	0.2487275183
263	0.2486050898
264	0.2484470961
265	0.2482751919
266	0.2481456578
267	0.2479659251
268	0.2478190479
269	0.2476670805
270	0.2474992641
271	0.2473881892
272	0.2471627245
273	0.2470119625
274	0.2468548233
275	0.2467156281
276	0.2465247014
277	0.2464128276
278	0.2463028609
279	0.2461892155
280	0.2460336677
281	0.2459251997
282	0.2457531235
283	0.2456556037
284	0.2455350702
285	0.2454000701
286	0.2452794144
287	0.2451263953
288	0.2449977919
289	0.2448610143
290	0.2446914882
291	0.2445792106
292	0.2444121854
293	0.2443175466
294	0.244158175
295	0.2440049395
296	0.2439153445
297	0.243812068
298	0.2437009974
299	0.243529991
300	0.2433896927
301	0.2433635469
302	0.2432968778
303	0.2432145922
304	0.2430651418
305	0.2428810666
306	0.2427713653
307	0.2426826257
308	0.2425598522
309	0.242418457
310	0.2422830261
311	0.2421575475
312	0.2420492852
313	0.2419412773
314	0.2417681879
315	0.2416077834
316	0.2414810178
317	0.2413865333
318	0.2412532104
319	0.2411316655
320	0.2409856471
321	0.2408375182
322	0.2407232622
323	0.2405789507
324	0.2405080108
325	0.2403980932
326	0.2402764586
327	0.2401166966
328	0.2400052568
329	0.2399019104
330	0.2397382822
331	0.2396024827
332	0.2394805853
333	0.2393637147
334	0.2392399147
335	0.239083663
336	0.238930264
337	0.238787689
338	0.2386782632
339	0.2385701865
340	0.2383915591
341	0.2383147529
342	0.2381063822
343	0.237974285
344	0.2378419669
345	0.2377094891
346	0.237606887
347	0.2375632456
348	0.2374567188
349	0.237379233
350	0.2372091673
351	0.2370678107
352	0.2369331842
353	0.236898514
354	0.2368050883
355	0.2366979506
356	0.2365823084
357	0.2364747987
358	0.2363549195
359	0.2362333879
360	0.2360544181
361	0.235925737
362	0.2357791585
363	0.2356244124
364	0.2354917024
365	0.2353972082
366	0.2353462685
367	0.235165701
368	0.2350167952
369	0.2349067555
370	0.2347881113
371	0.2346562722
372	0.2345208746
373	0.2344004022
374	0.234221234
375	0.2342080684
376	0.2340538529
377	0.2338871643
378	0.2337580003
379	0.2336137238
380	0.2334689727
381	0.2333418936
382	0.2332697458
383	0.2331467771
384	0.2330334185
385	0.2328803368
386	0.2327207595
387	0.2325853249
388	0.2325818104
389	0.2325801139
390	0.2324169503
391	0.2322726186
392	0.2321529918
393	0.2321440486
394	0.2320479298
395	0.2318814583
396	0.2318780944
397	0.2316516097
398	0.2315865954
399	0.2314217375
400	0.2313755553
401	0.2312270446
402	0.2311403652
403	0.2309928838
404	0.2308782782
405	0.230739688
406	0.2305380083
407	0.2304948384
408	0.2303609622
409	0.2302372669
410	0.230133747
411	0.229961338
412	0.2298300822
413	0.2297076555
414	0.2295642223
415	0.229527256
416	0.229429566
417	0.2294239193
418	0.2293180132
419	0.2292075913
420	0.2290121386
421	0.2288589239
422	0.2288562037
423	0.228746317
424	0.2287302914
425	0.2285781946
426	0.2284632391
427	0.2283144544
428	0.2281241464
429	0.2281171816
430	0.227941312
431	0.227849044
432	0.2277131691
433	0.2277089596
434	0.2276054618
435	0.2275358251
436	0.227439669
437	0.2272955355
438	0.2272217789
439	0.2271185352
440	0.2270521009
441	0.2268851667
442	0.2267933957
443	0.2266949968
444	0.2266812328
445	0.2265504291
446	0.22647284
447	0.226359207
448	0.226340814
449	0.2262361688
450	0.2260972807
451	0.2259952326
452	0.2258940982
453	0.2257778639
454	0.2257320414
455	0.2255537719
456	0.2255471012
457	0.2254041975
458	0.2254026801
459	0.2252519359
460	0.2252473053
461	0.2251716237
462	0.2250567223
463	0.2248772893
464	0.2247699344
465	0.2246408647
466	0.2244919441
467	0.2243755771
468	0.2242564927
469	0.2241672277
470	0.224062609
471	0.2239323983
472	0.2238110335
473	0.2237061478
474	0.2236194811
475	0.2235115277
476	0.2233956025
477	0.2233134899
478	0.2231851964
479	0.223030088
480	0.2229847385
481	0.2228750645
482	0.2227610979
483	0.2226153292
484	0.2225076498
485	0.2225054855
486	0.2224350452
487	0.2223106655
488	0.2222066891
489	0.2220426001
490	0.2219250321
491	0.2218274429
492	0.221734343
493	0.2216159805
494	0.2215721131
495	0.2214782921
496	0.2213142108
497	0.2211802328
498	0.2210826908
499	0.2210807871
500	0.2209464483
501	0.2209443508
502	0.2208463475
503	0.2208444032
504	0.2207423577
505	0.2207395872
506	0.2206507018
507	0.2205516219
508	0.2205480721
509	0.2204347804
510	0.2203151834
511	0.2201301192
512	0.2200442673
513	0.2199211821
514	0.2198202187
515	0.2196936386
516	0.2196907672
517	0.2195894368
518	0.2195874928
519	0.219449846
520	0.2193403456
521	0.2191779699
522	0.2191011243
523	0.2190007502
524	0.2189105152
525	0.2187689519
526	0.2187675992
527	0.2186605974
528	0.2185303592
529	0.2184454157
530	0.2183630251
531	0.2182582584
532	0.2181751796
533	0.2179895243
534	0.2179117208
535	0.2178013758
536	0.2177004868
537	0.2175368204
538	0.217444807
539	0.2173489968
540	0.2172310314
541	0.2171514205
542	0.2170120652
543	0.2170102208
544	0.2169535574
545	0.2168361583
546	0.2167509066
547	0.2167494818
548	0.2167069121
549	0.2165927715
550	0.2165043522
551	0.2163933938
552	0.2162288073
553	0.216099309
554	0.2159381727
555	0.2158456207
556	0.2156978588
557	0.2156957878
558	0.2155215111
559	0.2153680003
560	0.2152785704
561	0.2151513468
562	0.2150018783
563	0.2149051698
564	0.2148246884
565	0.2146711331
566	0.2146669683
567	0.2145867453
568	0.2145840497
569	0.2144720096
570	0.2144054126
571	0.214295052
572	0.2141805935
573	0.2141016938
574	0.2140871877
575	0.2139818932
576	0.2138397942
577	0.2136890677
578	0.2135523384
579	0.2134538503
580	0.2133625097
581	0.213328752
582	0.2132440441
583	0.213146379
584	0.2129920465
585	0.2129108408
586	0.2128216132
587	0.2127926295
588	0.2127900612
589	0.2127051373
590	0.2126978618
591	0.2125690152
592	0.2124826068
593	0.2123917738
594	0.2123553251
595	0.2122570045
596	0.2121763646
597	0.2120429582
598	0.2120383333
599	0.2119004322
600	0.2118366376
601	0.2117133488
602	0.2115415597
603	0.2114767418
604	0.211374867
605	0.2112232825
606	0.2111590352
607	0.2110658571
608	0.210952542
609	0.2109442481
610	0.2109342217
611	0.2108033928
612	0.2107136528
613	0.2106303585
614	0.2105519493
615	0.2105496327
616	0.210418258
617	0.2103937902
618	0.2102943242
619	0.2101377407
620	0.2100530232
621	0.2100512927
622	0.2099611109
623	0.2098774594
624	0.2097349029
625	0.2096371637
626	0.2095670242
627	0.2094944315
628	0.2093517534
629	0.2093156256
630	0.2091811002
631	0.2090815729
632	0.2089186985
633	0.208878067
634	0.2087944502
635	0.2086936137
636	0.2085846787
637	0.2085420642
638	0.2084630314
639	0.208223222
640	0.2081733539
641	0.2079749466
642	0.2078751198
643	0.2078511667
644	0.2076954909
645	0.2076180353
646	0.2075396287
647	0.2074777199
648	0.2074170053
649	0.2073298687
650	0.2072128494
651	0.2070686072
652	0.2069316963
653	0.2068413483
654	0.2067259765
655	0.2066111222
656	0.2065154096
657	0.2063972082
658	0.2063119313
659	0.2062199796
660	0.2061407335
661	0.2060951117
662	0.2060150567
663	0.2059327184
664	0.2058910115
665	0.2058379084
666	0.2057704222
667	0.2056768942
668	0.20556604
669	0.20551615
670	0.2055147108
671	0.2054155748
672	0.205282493
673	0.2052104802
674	0.2051224887
675	0.2050443278
676	0.2048903084
677	0.2047898238
678	0.2046456279
679	0.2045764647
680	0.2045748761
681	0.2044776653
682	0.2044148689
683	0.2043284472
684	0.2041961661
685	0.2040758196
686	0.2040299095
687	0.2039833121
688	0.2039798299
689	0.2039692284
690	0.2038888808
691	0.203798299
692	0.203744495
693	0.2035941741
694	0.203447179
695	0.2033581812
696	0.2032230314
697	0.2031406223
698	0.2030070624
699	0.2029139845
700	0.2029094103
701	0.2027962063
702	0.202709366
703	0.2026670477
704	0.2025115353
705	0.2024070164
706	0.2022961456
707	0.2022473477
708	0.202140791
709	0.2020463286
710	0.2019606478
711	0.2017773051
712	0.2016864942
713	0.2016022047
714	0.2014637041
715	0.2013335461
716	0.2012304554
717	0.2011154295
718	0.2010602637
719	0.2009814111
720	0.2009045136
721	0.200885985
722	0.2007835164
723	0.2006913645
724	0.2005993905
725	0.2005869084
726	0.2004784684
727	0.2003985924
728	0.2003174263
729	0.2002407864
730	0.2001457149
731	0.1998795934
732	0.1997446335
733	0.1996715738
734	0.1996076455
735	0.1995439638
736	0.1994678208
737	0.1994526411
738	0.1993449094
739	0.1992641884
740	0.1991720728
741	0.199073953
742	0.1990676386
743	0.1989746396
744	0.1988989849
745	0.198777309
746	0.1987437228
747	0.1986418653
748	0.1985892578
749	0.1984954977
750	0.1984886671
751	0.198385425
752	0.1982927155
753	0.198250749
754	0.1981620956
755	0.1981237995
756	0.1980900848
757	0.1980838563
758	0.1979989871
759	0.197903983
760	0.1977977137
761	0.1976763412
762	0.1976256729
763	0.1975529352
764	0.1975035339
765	0.1973639529
766	0.1973049534
767	0.1972396186
768	0.1970976272
769	0.1970386793
770	0.1969248382
771	0.1969073433
772	0.1968135189
773	0.1967553776
774	0.1966184664
775	0.1965254546
776	0.1963925903
777	0.1963056646
778	0.1961953034
779	0.1961309179
780	0.1960305938
781	0.1959444732
782	0.1958897325
783	0.1958417144
784	0.1957555838
785	0.195701385
786	0.1956209684
787	0.1956189256
788	0.1955230239
789	0.1954477658
790	0.1954453669
791	0.1953415326
792	0.1952139141
793	0.1951241525
794	0.1950386559
795	0.194952598
796	0.1948340431
797	0.1947745084
798	0.194528733
799	0.194407115
800	0.1942900927
801	0.1942237724
802	0.1940689281
803	0.1940268795
804	0.1938934895
805	0.19375552
806	0.1936369095
807	0.1935998514
808	0.1935381634
809	0.1934702117
810	0.1933976777
811	0.193310405
812	0.1932074519
813	0.1931213508
814	0.1930582771
815	0.1930021169
816	0.1929063338
817	0.1928282766
818	0.1927366829
819	0.1926581155
820	0.192577673
821	0.1925127924
822	0.1924269936
823	0.1923996241
824	0.1923510433
825	0.1922454878
826	0.1921493519
827	0.1920950613
828	0.192010375
829	0.1919151549
830	0.1917807592
831	0.1917411636
832	0.1917001085
833	0.1916260301
834	0.1915707765
835	0.1915142976
836	0.1914329702
837	0.1914307465
838	0.1913830434
839	0.1913556084
840	0.1912670086
841	0.1911312009
842	0.1910668415
843	0.1909562841
844	0.1908650814
845	0.1907801188
846	0.1907124913
847	0.190594015
848	0.1904488069
849	0.1903384318
850	0.190284563
851	0.1902103235
852	0.1901890189
853	0.1901175963
854	0.190069795
855	0.1900111196
856	0.1899229016
857	0.1898236873
858	0.1898063497
859	0.1897327206
860	0.1896753762
861	0.1895483164
862	0.1895356725
863	0.1894509294
864	0.1893768582
865	0.1892997192
866	0.1891850682
867	0.1890915875
868	0.1889999958
869	0.1888795753
870	0.1888399785
871	0.1887036603
872	0.1886395464
873	0.188531175
874	0.1884098189
875	0.1882950444
876	0.1882374338
877	0.1881571481
878	0.1879821135
879	0.1878318889
880	0.1878292701
881	0.1877444812
882	0.1876830518
883	0.1876240832
884	0.1875285528
885	0.1874649013
886	0.1873552084
887	0.1871354772
888	0.1870979941
889	0.1870026525
890	0.1868875593
891	0.186821598
892	0.1867582247
893	0.1866547763
894	0.1865992783
895	0.1864992272
896	0.1864021233
897	0.1863852273
898	0.186267571
899	0.1861702013
900	0.1861459561
901	0.1860709618
902	0.1860530771
903	0.1859626604
904	0.1858675631
905	0.1857992205
906	0.1857357908
907	0.1856335082
908	0.1855372415
909	0.1854601673
910	0.1853632079
911	0.185328398
912	0.1852841194
913	0.1851992963
914	0.18513205
915	0.1850657475
916	0.1849674484
917	0.1848970853
918	0.1848388329
919	0.1847500605
920	0.1846366735
921	0.1845329751
922	0.1845126804
923	0.1844651188
924	0.1844047361
925	0.1843554563
926	0.1843450991
927	0.1842914537
928	0.1841506849
929	0.1840788902
930	0.1839208325
931	0.1838710552
932	0.1837894315
933	0.1837235638
934	0.1836812966
935	0.1836212126
936	0.1835060156
937	0.1834098657
938	0.1833826093
939	0.183333538
940	0.1832835703
941	0.1832696919
942	0.1832542685
943	0.1831801561
944	0.1830802987
945	0.1829815578
946	0.1829021737
947	0.182897175
948	0.1828008435
949	0.182740727
950	0.1826645628
951	0.1826636583
952	0.182612913
953	0.1826002422
954	0.1825299322
955	0.1825252221
956	0.182481314
957	0.1824503849
958	0.1824466688
959	0.1822940885
960	0.1822366418
961	0.1821739035
962	0.1820754539
963	0.1820082405
964	0.181960933
965	0.1819526736
966	0.1818962124
967	0.1818025257
968	0.18179976
969	0.1816916135
970	0.1816288867
971	0.181566294
972	0.1814839036
973	0.1814481677
974	0.1813782296
975	0.1813069074
976	0.1812295201
977	0.1811913056
978	0.1811138277
979	0.1811126418
980	0.1810515326
981	0.1809595871
982	0.1808791991
983	0.1807816222
984	0.1806817486
985	0.1805738835
986	0.1804797929
987	0.1804023324
988	0.1803528638
989	0.1802739563
990	0.1801856111
991	0.180066055
992	0.1799877972
993	0.1799478662
994	0.1798478346
995	0.179806688
996	0.1797598497
997	0.1796788028
998	0.1795641238
999	0.1794829841
1000	0.1794385841
1001	0.179350202
1002	0.1793474594
1003	0.1792695871
1004	0.1792050246
1005	0.179203673
1006	0.179114583
1007	0.1790414911
1008	0.1789577623
1009	0.1788790881
1010	0.178794619
1011	0.1787068137
1012	0.1786935526
1013	0.178605831
1014	0.1784995442
1015	0.1783992557
1016	0.1783674075
1017	0.1782649256
1018	0.1781755586
1019	0.1781095704
1020	0.1779852232
1021	0.1778854412
1022	0.1778158205
1023	0.1777288628
1024	0.1776413835
1025	0.1775654642
1026	0.1775225898
1027	0.1774318895
1028	0.1773934978
1029	0.1773155625
1030	0.1772706583
1031	0.1772172943
1032	0.1770780926
1033	0.1769598594
1034	0.1768522284
1035	0.1767342935
1036	0.1766359667
1037	0.1765973485
1038	0.1765287551
1039	0.1764875706
1040	0.1764720895
1041	0.1764023662
1042	0.176345461
1043	0.1762251645
1044	0.1761953346
1045	0.1761061948
1046	0.1760163069
1047	0.1759048023
1048	0.1758116848
1049	0.175754611
1050	0.1756751702
1051	0.1756083074
1052	0.1755242682
1053	0.1754500633
1054	0.1753571931
1055	0.1753105847
1056	0.175218695
1057	0.1751345257
1058	0.1750651043
1059	0.1749925733
1060	0.1748799059
1061	0.1748014335
1062	0.1746882361
1063	0.1746314559
1064	0.1745880602
1065	0.1745432574
1066	0.1744713925
1067	0.1743969205
1068	0.174300208
1069	0.1742209681
1070	0.174108544
1071	0.1739738237
1072	0.1739200942
1073	0.1739086783
1074	0.1738437614
1075	0.1737752635
1076	0.1737174966
1077	0.1736340653
1078	0.1735962454
1079	0.1735889009
1080	0.1735360483
1081	0.1734504368
1082	0.1733784725
1083	0.1732965358
1084	0.173220609
1085	0.1731730883
1086	0.1730874947
1087	0.1730291758
1088	0.1729815561
1089	0.1729055468
1090	0.1728184261
1091	0.1727678394
1092	0.1727510431
1093	0.1726934874
1094	0.1726919145
1095	0.1726703689
1096	0.1725969045
1097	0.1725391476
1098	0.1724188987
1099	0.172328325
1100	0.1722553549
1101	0.1721729258
1102	0.1720609234
1103	0.1719521643
1104	0.1718965661
1105	0.1718508539
1106	0.1717862151
1107	0.1716963259
1108	0.1716242649
1109	0.1715189496
1110	0.1713977817
1111	0.1713219867
1112	0.1712376267
1113	0.1711273433
1114	0.1710539019
1115	0.17103882
1116	0.1709604128
1117	0.1708956814
1118	0.1708872456
1119	0.1708347266
1120	0.1707359167
1121	0.1706500416
1122	0.1706072708
1123	0.1705274882
1124	0.170520876
1125	0.1704681376
1126	0.1704025883
1127	0.1703423225
1128	0.1702416087
1129	0.1701510202
1130	0.1700740204
1131	0.1699791554
1132	0.1699253339
1133	0.1699006378
1134	0.1698297489
1135	0.1697778995
1136	0.1697136693
1137	0.1696457934
1138	0.1696177887
1139	0.1696096056
1140	0.1695424173
1141	0.1694750784
1142	0.1693940426
1143	0.1693285706
1144	0.169227811
1145	0.1692207467
1146	0.1691769281
1147	0.1691197604
1148	0.1690922603
1149	0.1690234382
1150	0.1689879718
1151	0.1689044057
1152	0.1688434924
1153	0.1687870238
1154	0.1687191919
1155	0.1686860399
1156	0.168602073
1157	0.1685345249
1158	0.1684601824
1159	0.1683770326
1160	0.1683173949
1161	0.1682256614
1162	0.1681433945
1163	0.168068338
1164	0.1680133044
1165	0.1679204525
1166	0.1678514461
1167	0.1677800564
1168	0.1677204159
1169	0.1676608556
1170	0.1676168585
1171	0.1675190692
1172	0.1675163645
1173	0.1674986046
1174	0.1674558813
1175	0.1673732751
1176	0.1673018775
1177	0.1672470613
1178	0.1671456981
1179	0.1671143588
1180	0.1670294809
1181	0.1669776394
1182	0.1669268992
1183	0.166877418
1184	0.1668718075
1185	0.1668455844
1186	0.1667632771
1187	0.1666852339
1188	0.1666322777
1189	0.1665516797
1190	0.1664842058
1191	0.1664799147
1192	0.16641573
1193	0.1663623982
1194	0.1662727915
1195	0.1662215827
1196	0.1662153886
1197	0.1661316263
1198	0.1660208052
1199	0.1659806415
1200	0.1659188642
1201	0.1658094601
1202	0.1657447773
1203	0.1656714067
1204	0.1655911119
1205	0.1655053186
1206	0.1654083407
1207	0.1653718925
1208	0.1653200711
1209	0.1652235739
1210	0.1651693791
1211	0.1651209907
1212	0.165089801
1213	0.1650303937
1214	0.1649979801
1215	0.1649843467
1216	0.1649673255
1217	0.1648934614
1218	0.1648590853
1219	0.1647398753
1220	0.1646207748
1221	0.1645733557
1222	0.164517775
1223	0.1644757199
1224	0.1644227425
1225	0.1643621233
1226	0.1643238304
1227	0.1642500376
1228	0.1642333861
1229	0.1641002744
1230	0.1640404056
1231	0.1640174006
1232	0.1640155072
1233	0.1639475138
1234	0.163880779
1235	0.1638181104
1236	0.1637368466
1237	0.1636635417
1238	0.1636162272
1239	0.1635370114
1240	0.1634178146
1241	0.163339993
1242	0.163246777
1243	0.1631908705
1244	0.1631341381
1245	0.1630470653
1246	0.1629821808
1247	0.1629183793
1248	0.1629163792
1249	0.1628892963
1250	0.1628259747
1251	0.1627606664
1252	0.1627127303
1253	0.1626719345
1254	0.1626154023
1255	0.1625341345
1256	0.1624863143
1257	0.1624515149
1258	0.1623994448
1259	0.1623646356
1260	0.1622789626
1261	0.1622016786
1262	0.162169075
1263	0.162110265
1264	0.1620390885
1265	0.1619924136
1266	0.1619450404
1267	0.161915594
1268	0.161839803
1269	0.1617352677
1270	0.161684344
1271	0.161630937
1272	0.1616200189
1273	0.1615361688
1274	0.1614698707
1275	0.1614115652
1276	0.1613275909
1277	0.1612317519
1278	0.1611605385
1279	0.161103409
1280	0.1610371626
1281	0.1610291182
1282	0.1609865483
1283	0.1609438712
1284	0.1609156485
1285	0.160840056
1286	0.1607845552
1287	0.1607658494
1288	0.1606909317
1289	0.1606608862
1290	0.1605849771
1291	0.1605788326
1292	0.1605640027
1293	0.1605535365
1294	0.1604966088
1295	0.160401637
1296	0.1603723339
1297	0.1603130246
1298	0.1602701369
1299	0.1601785341
1300	0.160170866
1301	0.160101051
1302	0.1600999005
1303	0.1600312765
1304	0.1599722603
1305	0.1598954877
1306	0.159859374
1307	0.1597873608
1308	0.1596838936
1309	0.1596394957
1310	0.1596214494
1311	0.1595611
1312	0.1595132728
1313	0.1594347826
1314	0.1593835871
1315	0.159329396
1316	0.1592839419
1317	0.1592108755
1318	0.1591944012
1319	0.1591357198
1320	0.1591084731
1321	0.1590460827
1322	0.1590028047
1323	0.1589424437
1324	0.1588837579
1325	0.158838961
1326	0.1587924714
1327	0.1587621404
1328	0.1587108524
1329	0.1586793637
1330	0.1586693055
1331	0.1586557451
1332	0.1585995939
1333	0.15852289
1334	0.1585028903
1335	0.1584608024
1336	0.1583854152
1337	0.1583712862
1338	0.1583143919
1339	0.1582299899
1340	0.1581569851
1341	0.1581009995
1342	0.1580452899
1343	0.1579585049
1344	0.1579314463
1345	0.1578340347
1346	0.157804462
1347	0.1577506462
1348	0.1576882154
1349	0.1576049324
1350	0.1575403597
1351	0.1574527094
1352	0.1574426643
1353	0.1573462451
1354	0.1573168313
1355	0.1572376156
1356	0.1572245703
1357	0.1571447959
1358	0.1570609977
1359	0.1569817285
1360	0.1569385327
1361	0.1569227422
1362	0.1568635433
1363	0.1568605601
1364	0.1568560153
1365	0.1568095395
1366	0.1567990191
1367	0.1567533784
1368	0.1566938421
1369	0.1565769997
1370	0.1565636532
1371	0.1565619552
1372	0.1564932402
1373	0.1563855686
1374	0.1563113808
1375	0.156249567
1376	0.1561675688
1377	0.1560904102
